,Rel. Cm-1,Intensity (A.U.)
846,2112.37,0.0107545377180417
847,2114.58,0.0011568455289003
848,2116.8,0.0061212395483791
849,2119.01,0.0070535385562688
850,2121.23,0.0086544460909135
851,2123.44,0.0085648567146645
852,2125.65,0.0091657485329231
853,2127.87,0.0079886222926358
854,2130.08,0.0087537521377721
855,2132.29,0.0083477674096772
856,2134.5,0.007987421154387
857,2136.71,0.0088296569041217
858,2138.92,0.0099640931373354
859,2141.13,0.0040420513122674
860,2143.34,0.0092783925925744
861,2145.54,0.0135785033781565
862,2147.75,0.0123977904553969
863,2149.96,0.0057172985480509
864,2152.16,0.0065726392539031
865,2154.37,0.0086363871864961
866,2156.57,0.0098076822292552
867,2158.78,0.0112565896027919
868,2160.98,0.0135798180568368
869,2163.19,0.010086668996835
870,2165.39,0.0075261972136341
871,2167.59,0.007735204830225
872,2169.79,0.0102876833670499
873,2171.99,0.0102232402084674
874,2174.19,0.0080539582375584
875,2176.39,0.0090539052321044
876,2178.59,0.0102453985200423
877,2180.79,0.0117276270223119
878,2182.99,0.012521657090328
879,2185.18,0.0085585104021261
880,2187.38,0.0062691743644589
881,2189.58,0.0112107551233476
882,2191.77,0.0119889492890785
883,2193.97,0.0096060344229489
884,2196.16,0.0119184108020693
885,2198.36,0.0078556365683133
886,2200.55,0.0059393860223482
887,2202.74,0.0054358019393542
888,2204.93,0.006095418063936
889,2207.13,0.0109528151662767
890,2209.32,0.0048365116387607
891,2211.51,0.0047329030071302
892,2213.7,0.0
893,2215.89,0.0106437700634159
894,2218.07,0.0116852107074364
895,2220.26,0.0086435103546184
896,2222.45,0.0100096766326681
897,2224.64,0.0092257695904901
898,2226.82,0.0030348640236804
899,2229.01,0.0064896400033297
900,2231.19,0.0086405463517756
901,2233.38,0.007350220301304
902,2235.56,0.0085230021261342
903,2237.75,0.0061786922018698
904,2239.93,0.0079621351027155
